size,otu1,otu10,otu100,otu101,otu102,otu103,otu104,otu105,otu106,otu107,otu108,otu109,otu11,otu110,otu111,otu112,otu113,otu114,otu115,otu116,otu117,otu118,otu119,otu12,otu120,otu121,otu122,otu123,otu124,otu125,otu126,otu127,otu128,otu129,otu13,otu130,otu131,otu132,otu133,otu134,otu135,otu136,otu137,otu138,otu139,otu14,otu140,otu141,otu142,otu143,otu144,otu145,otu146,otu147,otu148,otu149,otu15,otu150,otu151,otu152,otu153,otu154,otu155,otu156,otu157,otu158,otu159,otu16,otu160,otu161,otu162,otu163,otu164,otu165,otu166,otu167,otu168,otu169,otu17,otu170,otu171,otu172,otu173,otu174,otu175,otu176,otu177,otu178,otu179,otu18,otu180,otu181,otu182,otu183,otu184,otu185,otu186,otu187,otu188,otu189,otu19,otu190,otu191,otu192,otu193,otu194,otu195,otu196,otu197,otu198,otu199,otu2,otu20,otu200,otu201,otu202,otu203,otu204,otu205,otu206,otu207,otu208,otu209,otu21,otu210,otu211,otu212,otu213,otu214,otu215,otu216,otu217,otu218,otu219,otu22,otu220,otu221,otu222,otu223,otu224,otu225,otu226,otu227,otu228,otu229,otu23,otu230,otu231,otu232,otu233,otu234,otu235,otu236,otu237,otu238,otu239,otu24,otu240,otu241,otu242,otu243,otu244,otu245,otu246,otu247,otu248,otu249,otu25,otu250,otu251,otu252,otu253,otu254,otu255,otu256,otu257,otu258,otu259,otu26,otu260,otu261,otu262,otu263,otu264,otu265,otu266,otu267,otu268,otu269,otu27,otu270,otu271,otu272,otu273,otu274,otu275,otu276,otu277,otu278,otu279,otu28,otu280,otu281,otu282,otu283,otu284,otu285,otu286,otu287,otu288,otu289,otu29,otu290,otu291,otu292,otu293,otu294,otu295,otu296,otu297,otu298,otu299,otu3,otu30,otu300,otu301,otu302,otu303,otu304,otu305,otu306,otu307,otu308,otu309,otu31,otu310,otu311,otu312,otu313,otu314,otu315,otu316,otu317,otu318,otu319,otu32,otu320,otu321,otu322,otu323,otu324,otu325,otu326,otu327,otu328,otu329,otu33,otu330,otu331,otu332,otu333,otu334,otu335,otu336,otu337,otu338,otu339,otu34,otu340,otu341,otu342,otu343,otu344,otu345,otu346,otu347,otu348,otu349,otu35,otu350,otu351,otu352,otu353,otu354,otu355,otu356,otu357,otu358,otu359,otu36,otu360,otu361,otu362,otu363,otu364,otu365,otu366,otu367,otu368,otu369,otu37,otu370,otu371,otu372,otu373,otu374,otu375,otu376,otu377,otu378,otu379,otu38,otu380,otu381,otu382,otu383,otu384,otu385,otu386,otu387,otu388,otu389,otu39,otu390,otu391,otu392,otu393,otu394,otu395,otu396,otu397,otu398,otu399,otu4,otu40,otu400,otu401,otu402,otu403,otu404,otu405,otu406,otu407,otu408,otu409,otu41,otu410,otu411,otu412,otu413,otu414,otu415,otu416,otu417,otu418,otu419,otu42,otu420,otu421,otu422,otu423,otu424,otu425,otu426,otu427,otu428,otu429,otu43,otu430,otu431,otu432,otu433,otu434,otu435,otu436,otu437,otu438,otu439,otu44,otu440,otu441,otu442,otu443,otu444,otu445,otu446,otu447,otu448,otu449,otu45,otu450,otu451,otu452,otu453,otu454,otu455,otu456,otu457,otu458,otu459,otu46,otu460,otu461,otu462,otu463,otu464,otu465,otu466,otu467,otu468,otu469,otu47,otu470,otu471,otu472,otu473,otu474,otu475,otu476,otu477,otu478,otu479,otu48,otu480,otu481,otu482,otu483,otu484,otu485,otu486,otu487,otu488,otu489,otu49,otu490,otu491,otu492,otu493,otu494,otu495,otu496,otu497,otu498,otu499,otu5,otu50,otu500,otu501,otu502,otu503,otu504,otu505,otu506,otu507,otu508,otu509,otu51,otu510,otu511,otu512,otu513,otu514,otu515,otu516,otu517,otu518,otu519,otu52,otu520,otu521,otu522,otu523,otu524,otu525,otu526,otu527,otu528,otu529,otu53,otu530,otu531,otu532,otu533,otu534,otu535,otu536,otu537,otu538,otu539,otu54,otu540,otu541,otu542,otu543,otu544,otu545,otu546,otu547,otu548,otu549,otu55,otu550,otu551,otu552,otu553,otu554,otu555,otu556,otu557,otu558,otu559,otu56,otu560,otu561,otu562,otu563,otu564,otu565,otu566,otu567,otu568,otu569,otu57,otu570,otu571,otu572,otu573,otu574,otu575,otu576,otu577,otu578,otu579,otu58,otu580,otu581,otu582,otu583,otu584,otu585,otu586,otu587,otu588,otu589,otu59,otu590,otu591,otu592,otu593,otu594,otu595,otu596,otu597,otu598,otu599,otu6,otu60,otu600,otu601,otu602,otu603,otu604,otu605,otu606,otu607,otu608,otu609,otu61,otu610,otu611,otu612,otu613,otu614,otu615,otu616,otu617,otu618,otu619,otu62,otu620,otu621,otu622,otu623,otu624,otu625,otu626,otu627,otu628,otu629,otu63,otu630,otu631,otu632,otu633,otu634,otu635,otu636,otu637,otu638,otu639,otu64,otu640,otu641,otu642,otu643,otu644,otu645,otu646,otu647,otu648,otu649,otu65,otu650,otu651,otu652,otu653,otu654,otu655,otu656,otu657,otu658,otu659,otu66,otu660,otu661,otu662,otu663,otu664,otu665,otu666,otu667,otu668,otu669,otu67,otu670,otu671,otu672,otu673,otu674,otu675,otu676,otu677,otu678,otu679,otu68,otu680,otu681,otu682,otu683,otu684,otu685,otu686,otu687,otu688,otu689,otu69,otu690,otu691,otu692,otu693,otu694,otu695,otu696,otu697,otu698,otu699,otu7,otu70,otu700,otu701,otu702,otu703,otu704,otu705,otu706,otu707,otu708,otu709,otu71,otu710,otu711,otu712,otu713,otu714,otu715,otu716,otu717,otu718,otu719,otu72,otu720,otu721,otu722,otu723,otu724,otu725,otu726,otu727,otu728,otu729,otu73,otu730,otu731,otu732,otu733,otu734,otu735,otu736,otu737,otu738,otu739,otu74,otu740,otu741,otu742,otu743,otu744,otu745,otu746,otu747,otu748,otu749,otu75,otu750,otu751,otu752,otu753,otu754,otu755,otu756,otu757,otu758,otu759,otu76,otu760,otu761,otu762,otu763,otu764,otu765,otu766,otu767,otu768,otu769,otu77,otu770,otu771,otu772,otu773,otu774,otu775,otu776,otu777,otu778,otu779,otu78,otu780,otu781,otu782,otu783,otu784,otu785,otu786,otu787,otu788,otu789,otu79,otu790,otu791,otu792,otu793,otu794,otu795,otu796,otu797,otu798,otu799,otu8,otu80,otu800,otu801,otu802,otu803,otu804,otu805,otu806,otu807,otu808,otu809,otu81,otu811,otu812,otu813,otu814,otu815,otu816,otu817,otu818,otu819,otu82,otu820,otu821,otu822,otu823,otu824,otu825,otu827,otu828,otu829,otu83,otu830,otu831,otu832,otu833,otu834,otu835,otu836,otu838,otu84,otu840,otu841,otu842,otu843,otu844,otu845,otu846,otu847,otu848,otu849,otu85,otu850,otu851,otu852,otu853,otu854,otu855,otu856,otu857,otu858,otu859,otu86,otu860,otu861,otu862,otu863,otu865,otu866,otu867,otu868,otu869,otu87,otu870,otu871,otu872,otu873,otu874,otu875,otu876,otu877,otu878,otu879,otu88,otu880,otu881,otu882,otu884,otu885,otu886,otu887,otu888,otu889,otu89,otu891,otu892,otu893,otu894,otu895,otu896,otu897,otu898,otu899,otu9,otu90,otu900,otu901,otu902,otu903,otu904,otu905,otu906,otu907,otu908,otu909,otu91,otu910,otu911,otu912,otu913,otu92,otu93,otu94,otu95,otu96,otu97,otu98,otu99
spool1,3541,63,0,0,0,909,0,0,0,0,0,0,0,86,27,0,0,0,0,0,0,233,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,42,22,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,189,0,0,0,0,0,0,0,0,79,0,0,266,0,0,792,175,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,492,169,0,0,52,450,0,0,254,0,0,0,0,0,0,0,211,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,4222,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4625,0,0,219,0,0,7,0,0,0,0,0,0,0,0,0,0,203,88,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,144,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,108,0,0,0,8629,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,15,59,1228,435,0,0,28,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,33,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,24,0,0,0,0,0,0,0,0,0,0,0,9939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3234
spool2,2581,27,0,0,0,609,0,0,0,0,403,0,0,69,17,0,0,0,0,0,0,158,0,360,0,0,0,0,0,0,0,0,0,0,1354,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,74,0,88,0,0,0,0,0,0,0,0,48,0,0,163,0,0,417,100,412,0,0,0,357,0,0,0,0,0,0,0,0,0,0,327,94,232,0,23,275,0,0,135,0,0,0,0,0,0,0,113,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3138,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,276,0,0,11,0,0,0,0,0,0,0,0,0,3015,0,0,166,0,0,6,0,0,0,0,250,0,0,0,0,0,118,60,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,82,0,0,110,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,0,0,0,6347,0,0,148,0,0,0,0,32,0,0,0,0,0,0,18,0,0,49,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,0,0,13,38,873,233,0,0,24,73,0,0,0,36,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,30,0,0,0,0,0,0,0,16,15,58,0,0,0,808,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0,0,21,0,0,1962,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,5,7329,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,24,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2187
spool3,1916,11,0,0,0,430,0,0,0,0,250,0,0,41,18,0,0,0,0,0,0,66,0,197,0,770,0,0,0,0,0,0,0,0,1993,0,312,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,54,6,65,0,0,0,0,0,0,0,0,146,0,0,87,0,0,197,63,255,0,0,0,184,0,0,0,0,0,0,0,0,0,0,190,51,113,0,16,184,0,0,80,0,0,0,0,0,0,0,66,0,148,0,0,0,0,0,0,0,0,0,0,0,0,2183,0,0,0,0,0,12,0,0,0,0,2437,0,0,0,0,0,0,0,150,0,0,0,69,0,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,219,0,0,17,0,0,0,0,0,0,0,0,0,1981,0,0,74,0,0,0,0,0,0,0,155,0,0,0,0,0,62,58,0,0,0,52,376,0,0,0,0,0,0,15,0,0,0,0,64,0,0,0,0,0,0,14,0,0,0,48,0,0,59,373,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,0,0,0,6147,0,0,85,0,0,0,0,23,0,0,0,0,0,0,17,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,21,505,114,0,0,0,48,0,0,0,21,0,0,1181,0,0,0,0,0,12,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,4130,0,0,0,59,0,0,0,0,0,0,4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,11,11,29,0,0,0,409,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,24,0,0,0,0,0,0,0,0,9,5,0,0,12,0,9,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,45,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,1489
spool4,430,5,0,0,0,40,0,0,0,0,101,0,0,87,15,0,0,0,0,0,0,48,0,21,0,338,0,0,0,0,0,0,0,0,654,0,110,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,30,0,0,0,0,0,0,0,0,109,0,0,7,0,0,27,37,137,0,0,0,12,0,0,0,0,0,0,0,0,20985,0,21,7,66,0,0,17,0,0,8,0,0,0,0,0,0,0,34,0,10,0,109,0,0,0,0,0,0,0,0,0,0,963,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,10,0,0,0,35,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,10,0,0,0,0,0,577,0,0,0,0,335,101,0,46,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,17,125,0,0,0,0,0,0,13,0,0,0,0,37,0,0,0,0,0,0,8,0,0,0,12,0,0,6,116,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1913,0,0,60,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,425,17,0,0,0,11,0,0,0,0,0,0,392,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2002,0,0,0,21,0,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,8,12,0,0,0,44,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,41,0,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,129
spool1,5495,30,0,0,956,0,0,0,0,0,0,0,0,537,81,757,0,0,0,0,0,226,0,2725,0,158,0,0,0,0,0,0,0,294,0,0,0,0,0,0,710,160,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,134,0,0,0,0,426,0,0,0,0,0,0,0,0,608,0,0,0,0,0,674,0,0,0,121,28,0,0,89,0,0,0,0,0,0,0,0,0,22,0,0,305,0,0,0,0,0,0,0,20,0,345,0,0,0,0,0,0,0,0,0,0,0,0,228,39,0,0,0,179,0,0,0,0,0,0,0,166,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,6,44,0,0,2189,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,3409,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,23,0,0,0,278,0,0,0,0,181,0,0,0,0,0,1370,59,162,0,6,0,0,0,0,0,145,0,2500,0,285,0,0,0,0,75,0,0,0,0,0,0,0,0,0,21,26,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,133,130,0,12,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,42,0,75,0,0,0,0,0,0,0,0,0,0,0,0,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,120,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,47,0,22,0,1465,310,0,37,0,0,0,0,0,0,0,0,0,0,29,34,0,0,0,0,0,0,21,0,0,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,10,0,0,0,0,364,0,18,0,14,0,0,0,0,0,0,0,30,0,25,0,0,0,0,0,18,0,1713,0,0,0,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,290,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,715,0,0,171,0,0,0,0
